trknum,CreateDate,ProductName,Topic,Subtopic,Platform,PageCount
7612567930,26SEP2018:15:51:08.683,External Web,SAS profile,activation e-mail,web browser,4
7612590198,18OCT2018:21:06:53.383,e-Learning,Sample data/practice files,,win10,3
7612344325,28JAN2018:14:58:43.270,External Web,SAS profile,password reset,web browser,3
7612556002,13SEP2018:17:47:36.593,SAS University Edition Basic vApp,download,,win10,1
7612428585,25APR2018:21:44:40.443,General Product Information,documentation,,,1
7612592247,22OCT2018:13:31:57.810,External Web,SAS profile,password reset,,3
7612369824,22FEB2018:20:20:17.203,Certification,Interest,,win2016,4
7612316859,24DEC2017:05:53:02.647,External Web,SAS profile,profile creation error,web browser,7
7612561958,20SEP2018:03:46:48.557,SAS University Edition Basic vApp,download,,windows,4
7612564377,23SEP2018:13:17:48.047,SAS Ondemand for Academics: Control Center,log on,,linux x64,4
7612376442,01MAR2018:16:21:10.850,SAS University Edition Basic vApp,error,other,mac x64,1
7612344370,28JAN2018:22:07:50.010,SAS OnDemand for Academics,configuration,,win10,4
7612369773,22FEB2018:19:45:32.240,SAS University Edition Basic vApp,inquiry/interest,,mac x64,10
7612302756,07DEC2017:07:55:27.040,External Web,SAS profile,profile creation error,web browser,4
7612555356,13SEP2018:09:09:49.397,SAS Ondemand for Academics: Control Center,log on,,linux x64,6
7612455910,28MAY2018:05:08:47.957,SAS Store,SAS University Edition,,,4
7612449076,18MAY2018:19:24:45.797,SAS Solutions OnDemand,SSOD to TS Ambassador,,win10,9
7612508911,25JUL2018:19:50:11.770,SAS OnDemand for Academics,no meaningful topic,,win10,4
7612521614,08AUG2018:17:46:09.453,External Web,SAS profile,profile creation,web browser,4
7612296070,30NOV2017:01:15:46.677,External Web,SAS profile,profile creation error,web browser,7
7612449157,18MAY2018:20:43:36.747,Curriculum Pathways,no meaningful topic,,win10,1
7612344204,27JAN2018:19:29:25.987,SAS Viya Trial,sas visual analytics,,,8
7612578666,07OCT2018:17:45:13.927,External Web,SAS profile,activation e-mail,web browser,2
7612303024,07DEC2017:13:50:32.983,External Web,SAS profile,password reset,web browser,4
7612579914,09OCT2018:02:51:22.077,SAS University Edition Basic vApp,error,,mac x64,4
7612432753,01MAY2018:17:36:36.117,External Web,SAS profile,password reset,web browser,4
7612342973,26JAN2018:00:23:14.303,SAS OnDemand for Academics,no meaningful topic,,win10,4
7612557164,14SEP2018:18:37:11.677,SAS University Edition Basic vApp,download,,win10,4
7612588517,17OCT2018:15:17:32.447,External Web,SAS profile,profile creation,web browser,2
7612595894,25OCT2018:02:50:40.130,External Web,SAS profile,password reset,web browser,3
7612525329,13AUG2018:17:15:51.170,External Web,SAS profile,deletion request,web browser,8
7612531658,20AUG2018:20:26:04.377,SAS University Edition Basic vApp,no meaningful topic,,win10,7
7612551965,10SEP2018:16:00:45.993,SAS OnDemand for Academics: SAS Studio,usage,,chrome os,10
7612348559,31JAN2018:23:05:55.463,SAS OnDemand for Academics,registration,,win8,3
7612590225,18OCT2018:21:41:37.197,SAS University Edition Basic vApp,download,,win10,1
7612579260,08OCT2018:13:22:40.240,SAS University Edition Basic vApp,usage,,linux x64,2
7612427046,24APR2018:17:23:12.100,External Web,SAS profile,profile creation error,,4
7612586025,15OCT2018:16:00:20.407,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612586584,16OCT2018:03:48:40.820,External Web,SAS profile,activation e-mail,web browser,2
7612336058,19JAN2018:01:07:30.987,SAS OnDemand for Academics,configuration,,win10,9
7612303899,08DEC2017:06:07:42.290,External Web,SAS profile,password reset,web browser,4
7612564589,24SEP2018:06:15:01.330,External Web,SAS profile,email update/change,web browser,7
7612388493,13MAR2018:17:35:26.937,SAS University Edition Basic vApp,download,,win10,9
7612564481,24SEP2018:00:39:48.837,SAS OnDemand for Academics: Enterprise Guide,log on,,win8,4
7612584236,12OCT2018:13:41:38.577,External Web,SAS profile,password reset,web browser,4
7612525372,13AUG2018:17:46:20.853,SAS Solutions OnDemand,login problem,,windows,14
7612296760,30NOV2017:16:07:03.287,External Web,SAS profile,password reset,web browser,3
7612336390,19JAN2018:11:43:01.627,SAS OnDemand for Academics,installation,,win2008server,18
7612290245,22NOV2017:17:34:46.130,SAS University Edition Basic vApp,inquiry/interest,,win7,4
7612579660,08OCT2018:19:22:05.073,SAS University Edition Basic vApp,error,bios,win10,1
7612538075,27AUG2018:17:58:18.607,SAS University Edition Basic vApp,error,other,win10,5
7612342930,25JAN2018:23:07:47.673,External Web,SAS profile,activation e-mail,,3
7612531761,20AUG2018:22:49:20.490,SAS University Edition Basic vApp,error,,linux x64,1
7612564630,24SEP2018:07:12:20.293,SAS University Edition Basic vApp,download,,win10,6
7612419883,16APR2018:22:02:16.343,e-Learning,Activation/Access Problem,r&d assistance,windows,2
7612342943,25JAN2018:23:29:40.087,SAS University Edition Basic vApp,error,other,win10,5
7612551950,10SEP2018:15:50:14.663,External Web,SAS profile,password reset,web browser,4
7612387802,13MAR2018:08:01:46.870,SAS Store,sasnote review,update,,4
7612348692,01FEB2018:03:21:05.520,SAS Viya Trial,,,,6
7612432408,01MAY2018:13:23:22.940,SAS University Edition Basic vApp,,,win10,1
7612561490,19SEP2018:19:41:55.717,SAS Solutions OnDemand,login problem,,win10,13
7612392106,16MAR2018:14:17:15.947,SAS University Edition Basic vApp,vmware player,settings,win10,9
7612493218,09JUL2018:17:25:10.330,SAS University Edition Basic vApp,download,,winx64,4
7612411565,06APR2018:15:22:46.020,SAS OnDemand for Academics: Enterprise Guide,installation,,mac os,8
7612399152,23MAR2018:16:38:28.603,SAS University Edition Basic vApp,shared folder,,win10,1
7612587424,16OCT2018:17:02:39.503,SAS University Edition Basic vApp,error,other,mac x64,4
7612533874,22AUG2018:16:10:39.747,SAS University Edition Basic vApp,update,,mac x64,4
7612359321,12FEB2018:21:23:37.100,SAS University Edition Basic vApp,error,other,win10,4
7612284914,16NOV2017:16:40:19.493,SAS University Edition Basic vApp,usage,refered to communities,,12
7612412005,07APR2018:00:23:45.453,SAS OnDemand for Academics,registration,,win10,4
7612534369,22AUG2018:22:27:44.243,SAS Ondemand for Academics: Control Center,registration,r&d assistance,linux x64,4
7612591449,20OCT2018:20:19:41.027,SAS Ondemand for Academics: Control Center,log on,,linux x64,4
7612561631,19SEP2018:21:35:16.140,SAS University Edition Basic vApp,error,other,mac x64,1
7612310647,15DEC2017:16:48:24.060,SAS Viya Trial,sas visual analytics,,,6
7612594583,24OCT2018:06:25:16.473,SAS University Edition Basic vApp,error,other,win8.1,6
7612547023,05SEP2018:17:38:47.257,SAS University Edition Basic vApp,error,other,win10,2
7612465586,07JUN2018:12:35:37.060,External Web,SAS profile,activation e-mail,web browser,4
7612554654,12SEP2018:17:06:54.547,SAS University Edition Basic vApp,error,other,mac x64,4
7612507348,24JUL2018:15:19:30.960,SAS University Edition Basic vApp,error,other,mac x64,4
7612555147,13SEP2018:03:40:47.867,External Web,SAS profile,activation e-mail,web browser,4
7612533986,22AUG2018:17:30:26.290,SAS University Edition Basic vApp,error,other,win10,1
7612533899,22AUG2018:16:29:46.737,SAS University Edition Basic vApp,usage,refered to communities,mac x64,6
7612478755,21JUN2018:21:01:54.180,SAS University Edition Basic vApp,error,other,win10,1
7612534272,22AUG2018:20:31:42.530,External Web,SAS profile,password reset,web browser,4
7612478542,21JUN2018:17:58:52.543,External Web,SAS profile,activation e-mail,web browser,2
7612547423,06SEP2018:01:45:55.523,SAS University Edition Basic vApp,error,other,mac x64,4
7612458352,30MAY2018:15:59:48.177,SAS OnDemand for Academics,performance,,,7
7612527848,15AUG2018:20:44:24.623,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612492746,09JUL2018:11:40:23.810,External Web,SAS profile,password reset,win7,6
7612445733,16MAY2018:00:00:33.653,SAS University Edition Basic vApp,download,,win10,10
7612445677,15MAY2018:21:53:34.327,SAS University Edition Basic vApp,download,,win10,1
7612291040,23NOV2017:18:17:14.463,External Web,SAS profile,password reset,web browser,4
7612478500,21JUN2018:17:13:27.627,SAS University Edition Basic vApp,error,other,mac x64,1
7612533969,22AUG2018:17:17:39.807,External Web,SAS profile,password reset,web browser,4
7612573349,01OCT2018:22:52:14.133,SAS OnDemand for Academics,outage,,win10,3
7612300543,05DEC2017:14:35:50.630,External Web,SAS profile,activation e-mail,web browser,6
7612267488,30OCT2017:17:37:42.450,SAS OnDemand for Academics,outage,,win10,4
7612550496,07SEP2018:17:05:14.473,SAS Ondemand for Academics: Control Center,log on,,linux x64,2
7612470742,13JUN2018:13:54:37.057,External Web,SAS profile,password reset,web browser,6
7612543169,31AUG2018:14:15:02.273,External Web,SAS profile,activation e-mail,web browser,2
7612576266,04OCT2018:07:38:05.067,External Web,SAS profile,activation e-mail,web browser,4
7612280327,13NOV2017:19:48:56.583,SAS University Edition Basic vApp,shared folder,,win10,5
7612457155,29MAY2018:16:15:36.480,e-Learning,Activation/Access Problem,r&d assistance,win10,3
7612576608,04OCT2018:13:29:59.827,External Web,SAS profile,subscriptions,web browser,1
7612509977,26JUL2018:18:13:00.493,SAS University Edition Basic vApp,usage,,win10,1
7612353014,06FEB2018:08:28:53.600,SAS University Edition Basic vApp,virtualbox,settings,win10,7
7612529972,17AUG2018:18:16:36.830,e-Learning,Sample data/practice files,,win10,1
7612563641,21SEP2018:13:45:41.117,SAS University Edition Basic vApp,error,other,windows,4
7612358630,12FEB2018:13:45:36.373,SAS University Edition Basic vApp,inquiry/interest,,win10,6
7612509894,26JUL2018:16:58:43.830,SAS OnDemand for Academics: Enterprise Miner,java,r&d assistance,win10,22
7612436989,07MAY2018:04:18:31.867,Training,data sets question,,,15
7612403602,28MAR2018:21:43:12.093,SAS University Edition Basic vApp,usage,refered to faqs,win10,5
7612396980,21MAR2018:20:52:57.443,SAS University Edition Basic vApp,error,other,win10,3
7612430801,27APR2018:20:33:22.783,SAS OnDemand for Academics: Forecast Server,usage,r&d assistance,windows,7
7612551050,09SEP2018:19:26:15.023,SAS University Edition Basic vApp,error,bios,win10,7
7612483823,27JUN2018:20:34:02.360,SAS OnDemand for Academics: SAS Studio,outage,r&d assistance,web browser,6
7612477236,20JUN2018:16:57:09.560,SAS University Edition Basic vApp,download,,winx64,6
7612450094,21MAY2018:15:53:33.653,Miscellaneous,no meaningful topic,,,2
7612273770,06NOV2017:22:06:24.370,SAS OnDemand for Academics: Enterprise Miner,outage,r&d assistance,,6
7612503578,19JUL2018:17:25:58.097,SAS University Edition Basic vApp,performance,hanging,win10,11
7612536870,25AUG2018:12:54:40.017,External Web,SAS profile,password reset,web browser,4
7612293257,27NOV2017:23:38:38.057,SAS OnDemand for Academics,performance,,win10,5
7612490722,06JUL2018:02:27:31.100,SAS OnDemand for Academics: JMP,configuration,,mac os,10
7612280787,14NOV2017:04:06:13.590,External Web,SAS profile,email update/change,web browser,6
7612417159,12APR2018:19:00:04.620,SAS Ondemand for Academics: Control Center,usage,r&d assistance,,14
7612280792,14NOV2017:04:14:14.283,External Web,SAS profile,activation e-mail,web browser,4
7612345870,30JAN2018:03:45:16.287,SAS OnDemand for Academics: Enterprise Miner,java,,,3
7612267098,30OCT2017:13:21:19.820,External Web,SAS profile,password reset,web browser,2
7612529772,17AUG2018:15:31:59.627,SAS University Edition Basic vApp,error,other,windows,4
7612300632,05DEC2017:15:28:56.433,External Web,SAS profile,password reset,web browser,6
7612371415,25FEB2018:09:06:41.060,SAS University Edition Basic vApp,error,other,winx64,7
7612436431,04MAY2018:19:16:42.513,External Web,SAS profile,profile creation error,,4
7612436781,06MAY2018:14:30:19.070,External Web,SAS profile,profile creation error,,4
7612474253,18JUN2018:11:22:18.027,External Web,tutorials,,web browser,4
7612424577,20APR2018:19:34:54.057,External Web,SAS profile,,,5
7612480945,25JUN2018:16:52:33.887,External Web,SAS profile,email update/change,web browser,6
7612328021,10JAN2018:20:45:57.440,External Web,SAS profile,profile creation error,,4
7612365246,19FEB2018:15:52:23.183,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612449295,19MAY2018:12:20:41.917,External Web,SAS profile,activation e-mail,web browser,2
7612267672,30OCT2017:19:24:17.520,SAS OnDemand for Academics: Enterprise Miner,performance,,,3
7612274483,07NOV2017:15:05:29.090,SAS Enterprise Guide,installation,eguide,winx64,3
7612462477,04JUN2018:20:57:45.030,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,web browser,7
7612347285,31JAN2018:03:21:36.883,SAS OnDemand for Academics: Enterprise Miner,java,,,3
7612468423,11JUN2018:16:22:02.667,SAS University Edition Basic vApp,performance,,,3
7612268197,31OCT2017:12:39:36.867,,,,,7
7612411473,06APR2018:14:26:42.077,External Web,SAS profile,profile creation error,web browser,4
7612532866,21AUG2018:19:44:20.410,SAS Ondemand for Academics: Control Center,registration,r&d assistance,linux x64,4
7612391039,15MAR2018:16:00:06.707,External Web,SAS profile,password reset,,3
7612347148,30JAN2018:23:09:03.523,SAS University Edition Basic vApp,virtualbox,,,1
7612481397,26JUN2018:02:43:42.790,External Web,SAS profile,password reset,web browser,4
7612507756,24JUL2018:20:31:39.800,SAS University Edition Basic vApp,usage,refered to faqs,win7,1
7612443146,13MAY2018:09:32:29.963,SAS Viya Trial,log on,,,8
7612404410,29MAR2018:16:55:03.230,SAS University Edition Basic vApp,virtualbox,,,4
7612267632,30OCT2017:19:02:29.673,SAS University Edition Basic vApp,error,other,,4
7612450026,21MAY2018:15:09:29.067,External Web,SAS profile,password reset,web browser,6
7612287850,20NOV2017:18:53:04.020,SAS OnDemand for Academics,log on,,,6
7612436803,06MAY2018:17:59:22.227,External Web,SAS profile,activation e-mail,,4
7612468811,11JUN2018:21:19:59.303,SAS University Edition Basic vApp,usage,,,1
7612365432,19FEB2018:17:33:09.763,SAS OnDemand for Academics: Enterprise Miner,performance,,win10,4
7612501518,18JUL2018:04:05:25.593,External Web,SAS profile,password reset,web browser,4
7612417983,13APR2018:14:34:06.823,SAS OnDemand for Academics: Enterprise Guide,performance,r&d assistance,windows,3
7612294200,28NOV2017:17:21:44.530,SAS University Edition Basic vApp,error,,win10,4
7612468802,11JUN2018:21:07:08.360,SAS University Edition Basic vApp,error,other,win10,11
7612301188,05DEC2017:22:06:55.617,External Web,SAS profile,,,4
7612334276,17JAN2018:18:20:44.340,SAS OnDemand for Academics,log on,,windows,4
7612410778,05APR2018:20:26:22.227,SAS OnDemand for Academics,log on,,,3
7612274900,07NOV2017:19:09:40.240,SAS OnDemand for Academics,log on,,,3
7612318323,28DEC2017:13:44:37.813,External Web,SAS profile,activation e-mail,,7
7612304933,10DEC2017:14:39:33.397,External Web,SAS profile,activation e-mail,web browser,4
7612541586,30AUG2018:08:19:25.243,External Web,SAS profile,password reset,web browser,4
7612405898,01APR2018:03:24:42.417,SAS University Edition Basic vApp,download,,,4
7612566528,25SEP2018:15:18:55.587,External Web,SAS profile,profile creation,web browser,4
7612362862,15FEB2018:16:52:45.130,SAS OnDemand for Academics: Enterprise Miner,usage,,,8
7612471265,13JUN2018:20:02:33.483,External Web,SAS profile,r&d assistance,web browser,5
7612496496,12JUL2018:09:38:25.317,External Web,SAS profile,activation e-mail,web browser,4
7612471191,13JUN2018:19:23:25.310,SAS/STAT,icphreg,error/warning,win7,1
7612535337,23AUG2018:17:59:00.847,SAS OnDemand for Academics: Enterprise Miner,configuration,,win10,9
7612405974,01APR2018:14:38:52.367,General Product Information,options,,,7
7612458984,31MAY2018:04:32:52.303,SAS University Edition Basic vApp,error,other,win10,4
7612304819,09DEC2017:15:48:12.317,SAS University Edition Basic vApp,error,other,,6
7612547944,06SEP2018:13:13:49.137,SAS University Edition Basic vApp,error,other,mac x64,8
7612464798,06JUN2018:17:59:15.280,External Web,SAS profile,profile creation error,web browser,4
7612392897,18MAR2018:11:53:05.957,SAS University Edition Basic vApp,download,,winx64,4
7612369551,22FEB2018:16:49:50.020,SAS Store,SAS University Edition,,,4
7612541868,30AUG2018:13:36:36.810,SAS University Edition Basic vApp,error,other,win10,4
7612431640,30APR2018:15:27:12.397,External Web,SAS profile,profile creation error,,4
7612451090,22MAY2018:13:25:04.787,SAS University Edition Basic vApp,usage,refered to communities,win10,9
7612541610,30AUG2018:08:43:25.417,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,4
7612437902,07MAY2018:18:28:03.967,SAS University Edition Basic vApp,error,other,winx64,6
7612566537,25SEP2018:15:22:01.927,SAS Viya Trial,log on,,,11
7612548522,06SEP2018:15:34:53.423,SAS OnDemand for Academics,registration,,win10,3
7612399413,23MAR2018:20:31:02.913,External Web,SAS profile,activation e-mail,web browser,7
7612529155,17AUG2018:00:47:37.600,SAS University Edition Basic vApp,download,,win10,5
7612509810,26JUL2018:15:38:26.963,External Web,SAS profile,activation e-mail,web browser,2
7612464930,06JUN2018:19:36:19.513,External Web,SAS profile,activation e-mail,web browser,4
7612318893,30DEC2017:02:21:45.657,External Web,SAS profile,email update/change,,5
7612278930,10NOV2017:23:06:53.880,External Web,SAS profile,email update/change,web browser,4
